Week,Date,Demand
1071,05/07/2021,206.4
1072,12/07/2021,193.7
1073,19/07/2021,195.63
1074,26/07/2021,183.97
1075,02/08/2021,211.27
1076,09/08/2021,196.46
1077,16/08/2021,196.3
1078,23/08/2021,197.61
1079,30/08/2021,198.84
1080,06/09/2021,191.1
1081,13/09/2021,198.65
1082,20/09/2021,193.48
1083,27/09/2021,198.77
1084,04/10/2021,190.76
1085,11/10/2021,182.94
1086,18/10/2021,197.87
1087,25/10/2021,184.12
1088,01/11/2021,204.36
1089,08/11/2021,197.67
1090,15/11/2021,189.81
1091,22/11/2021,204.27
1092,29/11/2021,214.96
1093,06/12/2021,204.25
1094,13/12/2021,212.41
1095,20/12/2021,218.39
1096,27/12/2021,211.81
1097,03/01/2022,210.48
1098,10/01/2022,223.82
1099,17/01/2022,227.66
1100,24/01/2022,230.67
1101,31/01/2022,233.41
1102,07/02/2022,221.75
1103,14/02/2022,212.66
1104,21/02/2022,224.22
1105,28/02/2022,224.72
1106,07/03/2022,202.1
1107,14/03/2022,224.23
1108,21/03/2022,219.51
1109,28/03/2022,221.92
1110,04/04/2022,226.18
1111,11/04/2022,216.28
1112,18/04/2022,232.82
1113,25/04/2022,223.73
1114,02/05/2022,225.37
1115,09/05/2022,235.98
1116,16/05/2022,207.29
1117,23/05/2022,211.15
1118,30/05/2022,209.94
1119,06/06/2022,204.89
1120,13/06/2022,206.54
1121,20/06/2022,216.92
1122,27/06/2022,215.32
1123,04/07/2022,192.45
1124,11/07/2022,194.28
1125,18/07/2022,198.72
1126,25/07/2022,210.8
1127,01/08/2022,190.84
1128,08/08/2022,209.09
1129,15/08/2022,182.36
1130,22/08/2022,190.91
1131,29/08/2022,190.93
1132,05/09/2022,190.75
1133,12/09/2022,198.13
1134,19/09/2022,180.61
1135,26/09/2022,197.05
1136,03/10/2022,192.7
1137,10/10/2022,204.7
1138,17/10/2022,185.25
1139,24/10/2022,206.92
1140,31/10/2022,202.6
1141,07/11/2022,201.99
1142,14/11/2022,226.82
1143,21/11/2022,219.56
1144,28/11/2022,203.47
1145,05/12/2022,210.34
1146,12/12/2022,224.17
1147,19/12/2022,209.31
1148,26/12/2022,228.23
1149,02/01/2023,213.83
1150,09/01/2023,204.06
1151,16/01/2023,234.73
1152,23/01/2023,231.55
1153,30/01/2023,231.07
1154,06/02/2023,245.53
1155,13/02/2023,230.94
1156,20/02/2023,230.77
1157,27/02/2023,234.9
1158,06/03/2023,250.58
1159,13/03/2023,230.89
1160,20/03/2023,251.78
1161,27/03/2023,223.38
1162,03/04/2023,230.86
1163,10/04/2023,231.04
1164,17/04/2023,241.02
1165,24/04/2023,226.98
1166,01/05/2023,235.06
1167,08/05/2023,232.53
1168,15/05/2023,213.77
1169,22/05/2023,209.78
1170,29/05/2023,218.47
1171,05/06/2023,197.88
1172,12/06/2023,214.4
1173,19/06/2023,228.88
1174,26/06/2023,214.56
1175,03/07/2023,221.09
1176,10/07/2023,218.99
1177,17/07/2023,209.36
1178,24/07/2023,200.34
1179,31/07/2023,196.38
1180,07/08/2023,206.8
1181,14/08/2023,206.93
1182,21/08/2023,189.66
1183,28/08/2023,212.7
1184,04/09/2023,200.79
1185,11/09/2023,202.85
1186,18/09/2023,202.35
1187,25/09/2023,211.15
1188,02/10/2023,215.34
1189,09/10/2023,204.14
1190,16/10/2023,214.26
1191,23/10/2023,210.72
1192,30/10/2023,215.55
1193,06/11/2023,213.95
1194,13/11/2023,224.78
1195,20/11/2023,218.98
1196,27/11/2023,215.29
1197,04/12/2023,234.83
1198,11/12/2023,231.84
1199,18/12/2023,220.25
1200,25/12/2023,229.94
1201,01/01/2024,220.77
1202,08/01/2024,226.83
1203,15/01/2024,228.6
1204,22/01/2024,228.63
1205,29/01/2024,238.59
1206,05/02/2024,247.05
1207,12/02/2024,237.08
1208,19/02/2024,243.66
1209,26/02/2024,208.63
1210,04/03/2024,228.88
1211,11/03/2024,247.5
1212,18/03/2024,239.13
1213,25/03/2024,245.33
1214,01/04/2024,237.22
1215,08/04/2024,241.96
1216,15/04/2024,232.01
1217,22/04/2024,240.43
1218,29/04/2024,236.1
1219,06/05/2024,233.39
1220,13/05/2024,223.32
1221,20/05/2024,235.79
1222,27/05/2024,234.55
1223,03/06/2024,218.92
1224,10/06/2024,214.39
1225,17/06/2024,210.97
1226,24/06/2024,221.59
1227,01/07/2024,212.93
1228,08/07/2024,206.04
1229,15/07/2024,220.53
1230,22/07/2024,216.43
1231,29/07/2024,211.71
1232,05/08/2024,201.92
1233,12/08/2024,204.88
1234,19/08/2024,212.75
1235,26/08/2024,211.4
1236,02/09/2024,215.51
1237,09/09/2024,206.61
1238,16/09/2024,201.47
1239,23/09/2024,220.9
1240,30/09/2024,204.55
1241,07/10/2024,215.65
1242,14/10/2024,214.15
1243,21/10/2024,223.71
1244,28/10/2024,218.83
1245,04/11/2024,222.91
1246,11/11/2024,209.27
1247,18/11/2024,227.06
1248,25/11/2024,220
1249,02/12/2024,228.86
1250,09/12/2024,231.78
1251,16/12/2024,234.73
1252,23/12/2024,233.48
1253,30/12/2024,229.25
1254,06/01/2025,232.92
1255,13/01/2025,233.28
1256,20/01/2025,234.46
1257,27/01/2025,237.85
1258,03/02/2025,218.46
1259,10/02/2025,249.75
1260,17/02/2025,240.05
1261,24/02/2025,248.71
1262,03/03/2025,237.35
1263,10/03/2025,237.9
1264,17/03/2025,247.98
1265,24/03/2025,233.67
1266,31/03/2025,244.08
1267,07/04/2025,231.68
1268,14/04/2025,234.42
1269,21/04/2025,255.55
1270,28/04/2025,221.04
1271,05/05/2025,252.05
1272,12/05/2025,224.65
1273,19/05/2025,231.65
1274,26/05/2025,228.04
1275,02/06/2025,231.85
1276,09/06/2025,232.98
1277,16/06/2025,239.75
1278,23/06/2025,241.92
1279,30/06/2025,216.69
1280,07/07/2025,223.6
1281,14/07/2025,219.95
1282,21/07/2025,220.38
1283,28/07/2025,221.62
1284,04/08/2025,209.7
1285,11/08/2025,207.81
1286,18/08/2025,209.95
1287,25/08/2025,223.23
1288,01/09/2025,211.5
1289,08/09/2025,215.08
1290,15/09/2025,218.98
1291,22/09/2025,214.4
1292,29/09/2025,217.93
1293,06/10/2025,203.87
1294,13/10/2025,220.79
1295,20/10/2025,231.08
1296,27/10/2025,229.94
1297,03/11/2025,233.18
1298,10/11/2025,214.51
1299,17/11/2025,230.32
1300,24/11/2025,237.47
1301,01/12/2025,220.78
1302,08/12/2025,235.43
1303,15/12/2025,239
1304,22/12/2025,231.55
1305,29/12/2025,236.6
1306,05/01/2026,228.4
1307,12/01/2026,250.83
1308,19/01/2026,252.52
1309,26/01/2026,241.34
1310,02/02/2026,239
1311,09/02/2026,238.08
1312,16/02/2026,250.85
1313,23/02/2026,241.72
1314,02/03/2026,254.13
1315,09/03/2026,245.72
1316,16/03/2026,241.12
1317,23/03/2026,256.18
1318,30/03/2026,244.75
1319,06/04/2026,247.74
1320,13/04/2026,254.83
1321,20/04/2026,241.93
1322,27/04/2026,239.49
1323,04/05/2026,245.21
1324,11/05/2026,230.47
1325,18/05/2026,242.5
1326,25/05/2026,242.87
1327,01/06/2026,231.7
1328,08/06/2026,236.73
1329,15/06/2026,216.87
1330,22/06/2026,225.64
1331,29/06/2026,217.59
